# Data provided for site 01382170					
#    DD parameter   Description					
#    12   00010     Temperature, water, degrees Celsius"					
#					
# Data-value qualification codes included in this output: 					
#     P  Provisional data subject to revision.  					
#     l  Value exceeds ""low"" threshold.  "					
# 					
agency_cd	site_no	datetime	tz_cd	12_00010	12_00010_cd
5s	15s	20d	6s	14n	10s
USGS	1382170	1/1/2013 0:00	EST	0.9	P
USGS	1382170	1/1/2013 0:15	EST	0.9	P
USGS	1382170	1/1/2013 0:30	EST	0.9	P
USGS	1382170	1/1/2013 0:45	EST	0.9	P
USGS	1382170	1/1/2013 1:00	EST	0.9	P
USGS	1382170	1/1/2013 1:15	EST	0.9	P
USGS	1382170	1/1/2013 1:30	EST	0.9	P
USGS	1382170	1/1/2013 1:45	EST	0.9	P
USGS	1382170	1/1/2013 2:00	EST	0.9	P
USGS	1382170	1/1/2013 2:15	EST	1	P
USGS	1382170	1/1/2013 2:30	EST	1	P
USGS	1382170	1/1/2013 2:45	EST	1	P
USGS	1382170	1/1/2013 3:00	EST	1	P
USGS	1382170	1/1/2013 3:15	EST	1	P
USGS	1382170	1/1/2013 3:30	EST	1	P
USGS	1382170	1/1/2013 3:45	EST	1	P
USGS	1382170	1/1/2013 4:00	EST	1	P
USGS	1382170	1/1/2013 4:15	EST	1	P
USGS	1382170	1/1/2013 4:30	EST	1	P
USGS	1382170	1/1/2013 4:45	EST	1	P
USGS	1382170	1/1/2013 5:00	EST	1	P
USGS	1382170	1/1/2013 5:15	EST	1	P
USGS	1382170	1/1/2013 5:30	EST	1	P
USGS	1382170	1/1/2013 5:45	EST	1	P
USGS	1382170	1/1/2013 6:00	EST	1	P
USGS	1382170	1/1/2013 6:15	EST	1.1	P
USGS	1382170	1/1/2013 6:30	EST	1.1	P
USGS	1382170	1/1/2013 6:45	EST	1.1	P
USGS	1382170	1/1/2013 7:00	EST	1.1	P
USGS	1382170	1/1/2013 7:15	EST	1.1	P
USGS	1382170	1/1/2013 7:30	EST	1.1	P
USGS	1382170	1/1/2013 7:45	EST	1.1	P
USGS	1382170	1/1/2013 8:00	EST	1.1	P
USGS	1382170	1/1/2013 8:15	EST	1.1	P
USGS	1382170	1/1/2013 8:30	EST	1.1	P
USGS	1382170	1/1/2013 8:45	EST	1.1	P
USGS	1382170	1/1/2013 9:00	EST	1.1	P
USGS	1382170	1/1/2013 9:15	EST	1.1	P
USGS	1382170	1/1/2013 9:30	EST	1.2	P
USGS	1382170	1/1/2013 9:45	EST	1.2	P
USGS	1382170	1/1/2013 10:00	EST	1.2	P
USGS	1382170	1/1/2013 10:15	EST	1.2	P
USGS	1382170	1/1/2013 10:30	EST	1.2	P
USGS	1382170	1/1/2013 10:45	EST	1.2	P
USGS	1382170	1/1/2013 11:00	EST	1.2	P
USGS	1382170	1/1/2013 11:15	EST	1.2	P
USGS	1382170	1/1/2013 11:30	EST	1.2	P
USGS	1382170	1/1/2013 11:45	EST	1.2	P
USGS	1382170	1/1/2013 12:00	EST	1.3	P
USGS	1382170	1/1/2013 12:15	EST	1.3	P
USGS	1382170	1/1/2013 12:30	EST	1.3	P
USGS	1382170	1/1/2013 12:45	EST	1.4	P
USGS	1382170	1/1/2013 13:00	EST	1.4	P
USGS	1382170	1/1/2013 13:15	EST	1.4	P
USGS	1382170	1/1/2013 13:30	EST	1.4	P
USGS	1382170	1/1/2013 13:45	EST	1.5	P
USGS	1382170	1/1/2013 14:00	EST	1.5	P
USGS	1382170	1/1/2013 14:15	EST	1.5	P
USGS	1382170	1/1/2013 14:30	EST	1.6	P
USGS	1382170	1/1/2013 14:45	EST	1.6	P
USGS	1382170	1/1/2013 15:00	EST	1.6	P
USGS	1382170	1/1/2013 15:15	EST	1.6	P
USGS	1382170	1/1/2013 15:30	EST	1.5	P
USGS	1382170	1/1/2013 15:45	EST	1.5	P
USGS	1382170	1/1/2013 16:00	EST	1.5	P
USGS	1382170	1/1/2013 16:15	EST	1.4	P
USGS	1382170	1/1/2013 16:30	EST	1.4	P
USGS	1382170	1/1/2013 16:45	EST	1.4	P
USGS	1382170	1/1/2013 17:00	EST	1.3	P
USGS	1382170	1/1/2013 17:15	EST	1.3	P
USGS	1382170	1/1/2013 17:30	EST	1.2	P
USGS	1382170	1/1/2013 17:45	EST	1.2	P
USGS	1382170	1/1/2013 18:00	EST	1.2	P
USGS	1382170	1/1/2013 18:15	EST	1.2	P
USGS	1382170	1/1/2013 18:30	EST	1.2	P
USGS	1382170	1/1/2013 18:45	EST	1.2	P
USGS	1382170	1/1/2013 19:00	EST	1.1	P
USGS	1382170	1/1/2013 19:15	EST	1.1	P
USGS	1382170	1/1/2013 19:30	EST	1.1	P
USGS	1382170	1/1/2013 19:45	EST	1.1	P
USGS	1382170	1/1/2013 20:00	EST	1	P
USGS	1382170	1/1/2013 20:15	EST	1	P
USGS	1382170	1/1/2013 20:30	EST	1	P
USGS	1382170	1/1/2013 20:45	EST	0.9	P
USGS	1382170	1/1/2013 21:00	EST	0.9	P
USGS	1382170	1/1/2013 21:15	EST	0.9	P
USGS	1382170	1/1/2013 21:30	EST	0.8	P
USGS	1382170	1/1/2013 21:45	EST	0.8	P
USGS	1382170	1/1/2013 22:00	EST	0.8	P
USGS	1382170	1/1/2013 22:15	EST	0.7	P
USGS	1382170	1/1/2013 22:30	EST	0.7	P
USGS	1382170	1/1/2013 22:45	EST	0.7	P
USGS	1382170	1/1/2013 23:00	EST	0.6	P
USGS	1382170	1/1/2013 23:15	EST	0.6	P
USGS	1382170	1/1/2013 23:30	EST	0.6	P
USGS	1382170	1/1/2013 23:45	EST	0.6	P
USGS	1382170	1/2/2013 0:00	EST	0.5	P:l
USGS	1382170	1/2/2013 0:15	EST	0.5	P:l
USGS	1382170	1/2/2013 0:30	EST	0.5	P:l
USGS	1382170	1/2/2013 0:45	EST	0.5	P:l
USGS	1382170	1/2/2013 1:00	EST	0.4	P:l
USGS	1382170	1/2/2013 1:15	EST	0.4	P:l
USGS	1382170	1/2/2013 1:30	EST	0.4	P:l
USGS	1382170	1/2/2013 1:45	EST	0.3	P:l
USGS	1382170	1/2/2013 2:00	EST	0.3	P:l
USGS	1382170	1/2/2013 2:15	EST	0.3	P:l
USGS	1382170	1/2/2013 2:30	EST	0.2	P:l
USGS	1382170	1/2/2013 2:45	EST	0.2	P:l
USGS	1382170	1/2/2013 3:00	EST	0.2	P:l
USGS	1382170	1/2/2013 3:15	EST	0.1	P:l
USGS	1382170	1/2/2013 3:30	EST	0.1	P:l
USGS	1382170	1/2/2013 3:45	EST	0.1	P:l
USGS	1382170	1/2/2013 4:00	EST	0.1	P:l
USGS	1382170	1/2/2013 4:15	EST	0	P:l
USGS	1382170	1/2/2013 4:30	EST	0	P:l
USGS	1382170	1/2/2013 4:45	EST	0	P:l
USGS	1382170	1/2/2013 5:00	EST	0	P:l
USGS	1382170	1/2/2013 5:15	EST	-0.1	P:l
USGS	1382170	1/2/2013 5:30	EST	-0.1	P:l
USGS	1382170	1/2/2013 5:45	EST	-0.1	P:l
USGS	1382170	1/2/2013 6:00	EST	-0.1	P:l
USGS	1382170	1/2/2013 6:15	EST	-0.1	P:l
USGS	1382170	1/2/2013 6:30	EST	-0.1	P:l
USGS	1382170	1/2/2013 6:45	EST	-0.1	P:l
USGS	1382170	1/2/2013 7:00	EST	-0.1	P:l
USGS	1382170	1/2/2013 7:15	EST	-0.1	P:l
USGS	1382170	1/2/2013 7:30	EST	-0.1	P:l
USGS	1382170	1/2/2013 7:45	EST	-0.1	P:l
USGS	1382170	1/2/2013 8:00	EST	-0.1	P:l
USGS	1382170	1/2/2013 8:15	EST	0	P:l
USGS	1382170	1/2/2013 8:30	EST	0	P:l
USGS	1382170	1/2/2013 8:45	EST	0	P:l
USGS	1382170	1/2/2013 9:00	EST	0	P:l
USGS	1382170	1/2/2013 9:15	EST	0	P:l
USGS	1382170	1/2/2013 9:30	EST	0	P:l
USGS	1382170	1/2/2013 9:45	EST	0	P:l
USGS	1382170	1/2/2013 10:00	EST	0.1	P:l
USGS	1382170	1/2/2013 10:15	EST	0.1	P:l
USGS	1382170	1/2/2013 10:30	EST	0.1	P:l
USGS	1382170	1/2/2013 10:45	EST	0.1	P:l
USGS	1382170	1/2/2013 11:00	EST	0.1	P:l
USGS	1382170	1/2/2013 11:15	EST	0.1	P:l
USGS	1382170	1/2/2013 11:30	EST	0.1	P:l
USGS	1382170	1/2/2013 11:45	EST	0.2	P:l
USGS	1382170	1/2/2013 12:00	EST	0.2	P:l
USGS	1382170	1/2/2013 12:15	EST	0.2	P:l
USGS	1382170	1/2/2013 12:30	EST	0.3	P:l
USGS	1382170	1/2/2013 12:45	EST	0.4	P:l
USGS	1382170	1/2/2013 13:00	EST	0.5	P:l
USGS	1382170	1/2/2013 13:15	EST	0.6	P
USGS	1382170	1/2/2013 13:30	EST	0.6	P
USGS	1382170	1/2/2013 13:45	EST	0.7	P
USGS	1382170	1/2/2013 14:00	EST	0.7	P
USGS	1382170	1/2/2013 14:15	EST	0.7	P
USGS	1382170	1/2/2013 14:30	EST	0.7	P
USGS	1382170	1/2/2013 14:45	EST	0.7	P
USGS	1382170	1/2/2013 15:00	EST	0.7	P
USGS	1382170	1/2/2013 15:15	EST	0.7	P
USGS	1382170	1/2/2013 15:30	EST	0.7	P
USGS	1382170	1/2/2013 15:45	EST	0.7	P
USGS	1382170	1/2/2013 16:00	EST	0.7	P
USGS	1382170	1/2/2013 16:15	EST	0.6	P
USGS	1382170	1/2/2013 16:30	EST	0.6	P
USGS	1382170	1/2/2013 16:45	EST	0.6	P
USGS	1382170	1/2/2013 17:00	EST	0.6	P
USGS	1382170	1/2/2013 17:15	EST	0.5	P:l
USGS	1382170	1/2/2013 17:30	EST	0.5	P:l
USGS	1382170	1/2/2013 17:45	EST	0.5	P:l
USGS	1382170	1/2/2013 18:00	EST	0.5	P:l
USGS	1382170	1/2/2013 18:15	EST	0.5	P:l
USGS	1382170	1/2/2013 18:30	EST	0.4	P:l
USGS	1382170	1/2/2013 18:45	EST	0.4	P:l
USGS	1382170	1/2/2013 19:00	EST	0.4	P:l
USGS	1382170	1/2/2013 19:15	EST	0.4	P:l
USGS	1382170	1/2/2013 19:30	EST	0.4	P:l
USGS	1382170	1/2/2013 19:45	EST	0.4	P:l
USGS	1382170	1/2/2013 20:00	EST	0.4	P:l
USGS	1382170	1/2/2013 20:15	EST	0.4	P:l
USGS	1382170	1/2/2013 20:30	EST	0.4	P:l
USGS	1382170	1/2/2013 20:45	EST	0.4	P:l
USGS	1382170	1/2/2013 21:00	EST	0.3	P:l
USGS	1382170	1/2/2013 21:15	EST	0.3	P:l
USGS	1382170	1/2/2013 21:30	EST	0.3	P:l
USGS	1382170	1/2/2013 21:45	EST	0.3	P:l
USGS	1382170	1/2/2013 22:00	EST	0.3	P:l
USGS	1382170	1/2/2013 22:15	EST	0.2	P:l
USGS	1382170	1/2/2013 22:30	EST	0.2	P:l
USGS	1382170	1/2/2013 22:45	EST	0.2	P:l
USGS	1382170	1/2/2013 23:00	EST	0.2	P:l
USGS	1382170	1/2/2013 23:15	EST	0.2	P:l
USGS	1382170	1/2/2013 23:30	EST	0.2	P:l
USGS	1382170	1/2/2013 23:45	EST	0.2	P:l
USGS	1382170	1/3/2013 0:00	EST	0.2	P:l
USGS	1382170	1/3/2013 0:15	EST	0.2	P:l
USGS	1382170	1/3/2013 0:30	EST	0.2	P:l
USGS	1382170	1/3/2013 0:45	EST	0.1	P:l
USGS	1382170	1/3/2013 1:00	EST	0.1	P:l
USGS	1382170	1/3/2013 1:15	EST	0.1	P:l
USGS	1382170	1/3/2013 1:30	EST	0.1	P:l
USGS	1382170	1/3/2013 1:45	EST	0.1	P:l
USGS	1382170	1/3/2013 2:00	EST	0.1	P:l
USGS	1382170	1/3/2013 2:15	EST	0.1	P:l
USGS	1382170	1/3/2013 2:30	EST	0.1	P:l
USGS	1382170	1/3/2013 2:45	EST	0.1	P:l
USGS	1382170	1/3/2013 3:00	EST	0.1	P:l
USGS	1382170	1/3/2013 3:15	EST	0	P:l
USGS	1382170	1/3/2013 3:30	EST	0	P:l
USGS	1382170	1/3/2013 3:45	EST	0	P:l
USGS	1382170	1/3/2013 4:00	EST	0	P:l
USGS	1382170	1/3/2013 4:15	EST	0	P:l
USGS	1382170	1/3/2013 4:30	EST	0	P:l
USGS	1382170	1/3/2013 4:45	EST	0	P:l
USGS	1382170	1/3/2013 5:00	EST	-0.1	P:l
USGS	1382170	1/3/2013 5:15	EST	-0.1	P:l
USGS	1382170	1/3/2013 5:30	EST	-0.1	P:l
USGS	1382170	1/3/2013 5:45	EST	-0.1	P:l
USGS	1382170	1/3/2013 6:00	EST	-0.1	P:l
USGS	1382170	1/3/2013 6:15	EST	-0.1	P:l
USGS	1382170	1/3/2013 6:30	EST	-0.1	P:l
USGS	1382170	1/3/2013 6:45	EST	-0.1	P:l
USGS	1382170	1/3/2013 7:00	EST	-0.1	P:l
USGS	1382170	1/3/2013 7:15	EST	-0.1	P:l
USGS	1382170	1/3/2013 7:30	EST	-0.1	P:l
USGS	1382170	1/3/2013 7:45	EST	-0.1	P:l
USGS	1382170	1/3/2013 8:00	EST	-0.1	P:l
USGS	1382170	1/3/2013 8:15	EST	-0.1	P:l
USGS	1382170	1/3/2013 8:30	EST	-0.1	P:l
USGS	1382170	1/3/2013 8:45	EST	-0.1	P:l
USGS	1382170	1/3/2013 9:00	EST	-0.1	P:l
USGS	1382170	1/3/2013 9:15	EST	-0.1	P:l
USGS	1382170	1/3/2013 9:30	EST	-0.1	P:l
USGS	1382170	1/3/2013 9:45	EST	-0.1	P:l
USGS	1382170	1/3/2013 10:00	EST	0	P:l
USGS	1382170	1/3/2013 10:15	EST	0	P:l
USGS	1382170	1/3/2013 10:30	EST	0	P:l
USGS	1382170	1/3/2013 10:45	EST	0.1	P:l
USGS	1382170	1/3/2013 11:00	EST	0.1	P:l
USGS	1382170	1/3/2013 11:15	EST	0	P:l
USGS	1382170	1/3/2013 11:30	EST	0.1	P:l
USGS	1382170	1/3/2013 11:45	EST	0.1	P:l
USGS	1382170	1/3/2013 12:00	EST	0.1	P:l
USGS	1382170	1/3/2013 12:15	EST	0.1	P:l
USGS	1382170	1/3/2013 12:30	EST	0.1	P:l
USGS	1382170	1/3/2013 12:45	EST	0.1	P:l
USGS	1382170	1/3/2013 13:00	EST	0.1	P:l
USGS	1382170	1/3/2013 13:15	EST	0.2	P:l
USGS	1382170	1/3/2013 13:30	EST	0.2	P:l
USGS	1382170	1/3/2013 13:45	EST	0.2	P:l
USGS	1382170	1/3/2013 14:00	EST	0.2	P:l
USGS	1382170	1/3/2013 14:15	EST	0.3	P:l
USGS	1382170	1/3/2013 14:30	EST	0.3	P:l
USGS	1382170	1/3/2013 14:45	EST	0.4	P:l
USGS	1382170	1/3/2013 15:00	EST	0.4	P:l
USGS	1382170	1/3/2013 15:15	EST	0.4	P:l
USGS	1382170	1/3/2013 15:30	EST	0.4	P:l
USGS	1382170	1/3/2013 15:45	EST	0.5	P:l
USGS	1382170	1/3/2013 16:00	EST	0.5	P:l
USGS	1382170	1/3/2013 16:15	EST	0.4	P:l
USGS	1382170	1/3/2013 16:30	EST	0.4	P:l
USGS	1382170	1/3/2013 16:45	EST	0.4	P:l
USGS	1382170	1/3/2013 17:00	EST	0.4	P:l
USGS	1382170	1/3/2013 17:15	EST	0.4	P:l
USGS	1382170	1/3/2013 17:30	EST	0.3	P:l
USGS	1382170	1/3/2013 17:45	EST	0.3	P:l
USGS	1382170	1/3/2013 18:00	EST	0.3	P:l
USGS	1382170	1/3/2013 18:15	EST	0.2	P:l
USGS	1382170	1/3/2013 18:30	EST	0.2	P:l
USGS	1382170	1/3/2013 18:45	EST	0.2	P:l
USGS	1382170	1/3/2013 19:00	EST	0.2	P:l
USGS	1382170	1/3/2013 19:15	EST	0.2	P:l
USGS	1382170	1/3/2013 19:30	EST	0.2	P:l
USGS	1382170	1/3/2013 19:45	EST	0.2	P:l
USGS	1382170	1/3/2013 20:00	EST	0.2	P:l
USGS	1382170	1/3/2013 20:15	EST	0.2	P:l
USGS	1382170	1/3/2013 20:30	EST	0.2	P:l
USGS	1382170	1/3/2013 20:45	EST	0.2	P:l
USGS	1382170	1/3/2013 21:00	EST	0.2	P:l
USGS	1382170	1/3/2013 21:15	EST	0.2	P:l
USGS	1382170	1/3/2013 21:30	EST	0.2	P:l
USGS	1382170	1/3/2013 21:45	EST	0.2	P:l
USGS	1382170	1/3/2013 22:00	EST	0.2	P:l
USGS	1382170	1/3/2013 22:15	EST	0.2	P:l
USGS	1382170	1/3/2013 22:30	EST	0.2	P:l
USGS	1382170	1/3/2013 22:45	EST	0.3	P:l
USGS	1382170	1/3/2013 23:00	EST	0.3	P:l
USGS	1382170	1/3/2013 23:15	EST	0.3	P:l
USGS	1382170	1/3/2013 23:30	EST	0.3	P:l
USGS	1382170	1/3/2013 23:45	EST	0.3	P:l
USGS	1382170	1/4/2013 0:00	EST	0.3	P:l
USGS	1382170	1/4/2013 0:15	EST	0.3	P:l
USGS	1382170	1/4/2013 0:30	EST	0.3	P:l
USGS	1382170	1/4/2013 0:45	EST	0.2	P:l
USGS	1382170	1/4/2013 1:00	EST	0.2	P:l
USGS	1382170	1/4/2013 1:15	EST	0.2	P:l
USGS	1382170	1/4/2013 1:30	EST	0.2	P:l
USGS	1382170	1/4/2013 1:45	EST	0.2	P:l
USGS	1382170	1/4/2013 2:00	EST	0.2	P:l
USGS	1382170	1/4/2013 2:15	EST	0.2	P:l
USGS	1382170	1/4/2013 2:30	EST	0.2	P:l
USGS	1382170	1/4/2013 2:45	EST	0.2	P:l
USGS	1382170	1/4/2013 3:00	EST	0.2	P:l
USGS	1382170	1/4/2013 3:15	EST	0.2	P:l
USGS	1382170	1/4/2013 3:30	EST	0.2	P:l
USGS	1382170	1/4/2013 3:45	EST	0.2	P:l
USGS	1382170	1/4/2013 4:00	EST	0.2	P:l
USGS	1382170	1/4/2013 4:15	EST	0.2	P:l
USGS	1382170	1/4/2013 4:30	EST	0.2	P:l
USGS	1382170	1/4/2013 4:45	EST	0.2	P:l
USGS	1382170	1/4/2013 5:00	EST	0.2	P:l
USGS	1382170	1/4/2013 5:15	EST	0.2	P:l
USGS	1382170	1/4/2013 5:30	EST	0.2	P:l
USGS	1382170	1/4/2013 5:45	EST	0.3	P:l
USGS	1382170	1/4/2013 6:00	EST	0.3	P:l
USGS	1382170	1/4/2013 6:15	EST	0.3	P:l
USGS	1382170	1/4/2013 6:30	EST	0.3	P:l
USGS	1382170	1/4/2013 6:45	EST	0.3	P:l
USGS	1382170	1/4/2013 7:00	EST	0.3	P:l
USGS	1382170	1/4/2013 7:15	EST	0.3	P:l
USGS	1382170	1/4/2013 7:30	EST	0.3	P:l
USGS	1382170	1/4/2013 7:45	EST	0.3	P:l
USGS	1382170	1/4/2013 8:00	EST	0.3	P:l
USGS	1382170	1/4/2013 8:15	EST	0.3	P:l
USGS	1382170	1/4/2013 8:30	EST	0.3	P:l
USGS	1382170	1/4/2013 8:45	EST	0.4	P:l
USGS	1382170	1/4/2013 9:00	EST	0.4	P:l
USGS	1382170	1/4/2013 9:15	EST	0.4	P:l
USGS	1382170	1/4/2013 9:30	EST	0.4	P:l
USGS	1382170	1/4/2013 9:45	EST	0.5	P:l
USGS	1382170	1/4/2013 10:00	EST	0.5	P:l
USGS	1382170	1/4/2013 10:15	EST	0.5	P:l
USGS	1382170	1/4/2013 10:30	EST	0.6	P
USGS	1382170	1/4/2013 10:45	EST	0.6	P
USGS	1382170	1/4/2013 11:00	EST	0.7	P
USGS	1382170	1/4/2013 11:15	EST	0.7	P
USGS	1382170	1/4/2013 11:30	EST	0.8	P
USGS	1382170	1/4/2013 11:45	EST	0.8	P
USGS	1382170	1/4/2013 12:00	EST	0.9	P
USGS	1382170	1/4/2013 12:15	EST	1	P
USGS	1382170	1/4/2013 12:30	EST	1	P
USGS	1382170	1/4/2013 12:45	EST	1	P
USGS	1382170	1/4/2013 13:00	EST	1	P
USGS	1382170	1/4/2013 13:15	EST	1	P
USGS	1382170	1/4/2013 13:30	EST	1	P
USGS	1382170	1/4/2013 13:45	EST	1	P
USGS	1382170	1/4/2013 14:00	EST	0.9	P
USGS	1382170	1/4/2013 14:15	EST	0.9	P
USGS	1382170	1/4/2013 14:30	EST	0.9	P
USGS	1382170	1/4/2013 14:45	EST	0.9	P
USGS	1382170	1/4/2013 15:00	EST	0.9	P
USGS	1382170	1/4/2013 15:15	EST	0.9	P
USGS	1382170	1/4/2013 15:30	EST	0.9	P
USGS	1382170	1/4/2013 15:45	EST	0.9	P
USGS	1382170	1/4/2013 16:00	EST	0.9	P
USGS	1382170	1/4/2013 16:15	EST	0.9	P
USGS	1382170	1/4/2013 16:30	EST	0.9	P
USGS	1382170	1/4/2013 16:45	EST	0.9	P
USGS	1382170	1/4/2013 17:00	EST	0.9	P
USGS	1382170	1/4/2013 17:15	EST	0.9	P
USGS	1382170	1/4/2013 17:30	EST	0.8	P
USGS	1382170	1/4/2013 17:45	EST	0.8	P
USGS	1382170	1/4/2013 18:00	EST	0.8	P
USGS	1382170	1/4/2013 18:15	EST	0.8	P
USGS	1382170	1/4/2013 18:30	EST	0.8	P
USGS	1382170	1/4/2013 18:45	EST	0.7	P
USGS	1382170	1/4/2013 19:00	EST	0.7	P
USGS	1382170	1/4/2013 19:15	EST	0.7	P
USGS	1382170	1/4/2013 19:30	EST	0.7	P
USGS	1382170	1/4/2013 19:45	EST	0.6	P
USGS	1382170	1/4/2013 20:00	EST	0.6	P
USGS	1382170	1/4/2013 20:15	EST	0.6	P
USGS	1382170	1/4/2013 20:30	EST	0.6	P
USGS	1382170	1/4/2013 20:45	EST	0.6	P
USGS	1382170	1/4/2013 21:00	EST	0.6	P
USGS	1382170	1/4/2013 21:15	EST	0.5	P:l
USGS	1382170	1/4/2013 21:30	EST	0.5	P:l
USGS	1382170	1/4/2013 21:45	EST	0.5	P:l
USGS	1382170	1/4/2013 22:00	EST	0.5	P:l
USGS	1382170	1/4/2013 22:15	EST	0.4	P:l
USGS	1382170	1/4/2013 22:30	EST	0.4	P:l
USGS	1382170	1/4/2013 22:45	EST	0.4	P:l
USGS	1382170	1/4/2013 23:00	EST	0.4	P:l
USGS	1382170	1/4/2013 23:15	EST	0.4	P:l
USGS	1382170	1/4/2013 23:30	EST	0.3	P:l
USGS	1382170	1/4/2013 23:45	EST	0.3	P:l
USGS	1382170	1/5/2013 0:00	EST	0.3	P:l
USGS	1382170	1/5/2013 0:15	EST	0.3	P:l
USGS	1382170	1/5/2013 0:30	EST	0.3	P:l
USGS	1382170	1/5/2013 0:45	EST	0.2	P:l
USGS	1382170	1/5/2013 1:00	EST	0.2	P:l
USGS	1382170	1/5/2013 1:15	EST	0.2	P:l
USGS	1382170	1/5/2013 1:30	EST	0.2	P:l
USGS	1382170	1/5/2013 1:45	EST	0.2	P:l
USGS	1382170	1/5/2013 2:00	EST	0.2	P:l
USGS	1382170	1/5/2013 2:15	EST	0.2	P:l
USGS	1382170	1/5/2013 2:30	EST	0.1	P:l
USGS	1382170	1/5/2013 2:45	EST	0.1	P:l
USGS	1382170	1/5/2013 3:00	EST	0.1	P:l
USGS	1382170	1/5/2013 3:15	EST	0.1	P:l
USGS	1382170	1/5/2013 3:30	EST	0.2	P:l
USGS	1382170	1/5/2013 3:45	EST	0.2	P:l
USGS	1382170	1/5/2013 4:00	EST	0.2	P:l
USGS	1382170	1/5/2013 4:15	EST	0.2	P:l
USGS	1382170	1/5/2013 4:30	EST	0.2	P:l
USGS	1382170	1/5/2013 4:45	EST	0.2	P:l
USGS	1382170	1/5/2013 5:00	EST	0.2	P:l
USGS	1382170	1/5/2013 5:15	EST	0.2	P:l
USGS	1382170	1/5/2013 5:30	EST	0.2	P:l
USGS	1382170	1/5/2013 5:45	EST	0.2	P:l
USGS	1382170	1/5/2013 6:00	EST	0.2	P:l
USGS	1382170	1/5/2013 6:15	EST	0.3	P:l
USGS	1382170	1/5/2013 6:30	EST	0.3	P:l
USGS	1382170	1/5/2013 6:45	EST	0.3	P:l
USGS	1382170	1/5/2013 7:00	EST	0.2	P:l
USGS	1382170	1/5/2013 7:15	EST	0.2	P:l
USGS	1382170	1/5/2013 7:30	EST	0.2	P:l
USGS	1382170	1/5/2013 7:45	EST	0.2	P:l
USGS	1382170	1/5/2013 8:00	EST	0.2	P:l
USGS	1382170	1/5/2013 8:15	EST	0.2	P:l
USGS	1382170	1/5/2013 8:30	EST	0.2	P:l
USGS	1382170	1/5/2013 8:45	EST	0.2	P:l
USGS	1382170	1/5/2013 9:00	EST	0.3	P:l
USGS	1382170	1/5/2013 9:15	EST	0.3	P:l
USGS	1382170	1/5/2013 9:30	EST	0.4	P:l
USGS	1382170	1/5/2013 9:45	EST	0.5	P:l
USGS	1382170	1/5/2013 10:00	EST	0.5	P:l
USGS	1382170	1/5/2013 10:15	EST	0.6	P
USGS	1382170	1/5/2013 10:30	EST	0.6	P
USGS	1382170	1/5/2013 10:45	EST	0.6	P
USGS	1382170	1/5/2013 11:00	EST	0.7	P
USGS	1382170	1/5/2013 11:15	EST	0.7	P
USGS	1382170	1/5/2013 11:30	EST	0.8	P
USGS	1382170	1/5/2013 11:45	EST	0.8	P
USGS	1382170	1/5/2013 12:00	EST	0.9	P
USGS	1382170	1/5/2013 12:15	EST	0.9	P
USGS	1382170	1/5/2013 12:30	EST	1	P
USGS	1382170	1/5/2013 12:45	EST	1.1	P
USGS	1382170	1/5/2013 13:00	EST	1.1	P
USGS	1382170	1/5/2013 13:15	EST	1.2	P
USGS	1382170	1/5/2013 13:30	EST	1.2	P
USGS	1382170	1/5/2013 13:45	EST	1.2	P
USGS	1382170	1/5/2013 14:00	EST	1.3	P
USGS	1382170	1/5/2013 14:15	EST	1.3	P
USGS	1382170	1/5/2013 14:30	EST	1.3	P
USGS	1382170	1/5/2013 14:45	EST	1.2	P
USGS	1382170	1/5/2013 15:00	EST	1.2	P
USGS	1382170	1/5/2013 15:15	EST	1.2	P
USGS	1382170	1/5/2013 15:30	EST	1.2	P
USGS	1382170	1/5/2013 15:45	EST	1.2	P
USGS	1382170	1/5/2013 16:00	EST	1.2	P
USGS	1382170	1/5/2013 16:15	EST	1.2	P
USGS	1382170	1/5/2013 16:30	EST	1.2	P
USGS	1382170	1/5/2013 16:45	EST	1.2	P
USGS	1382170	1/5/2013 17:00	EST	1.2	P
USGS	1382170	1/5/2013 17:15	EST	1.1	P
USGS	1382170	1/5/2013 17:30	EST	1.1	P
USGS	1382170	1/5/2013 17:45	EST	1.1	P
USGS	1382170	1/5/2013 18:00	EST	1	P
USGS	1382170	1/5/2013 18:15	EST	1	P
USGS	1382170	1/5/2013 18:30	EST	1	P
USGS	1382170	1/5/2013 18:45	EST	0.9	P
USGS	1382170	1/5/2013 19:00	EST	0.9	P
USGS	1382170	1/5/2013 19:15	EST	0.9	P
USGS	1382170	1/5/2013 19:30	EST	0.8	P
USGS	1382170	1/5/2013 19:45	EST	0.8	P
USGS	1382170	1/5/2013 20:00	EST	0.8	P
USGS	1382170	1/5/2013 20:15	EST	0.8	P
USGS	1382170	1/5/2013 20:30	EST	0.7	P
USGS	1382170	1/5/2013 20:45	EST	0.7	P
USGS	1382170	1/5/2013 21:00	EST	0.7	P
USGS	1382170	1/5/2013 21:15	EST	0.6	P
USGS	1382170	1/5/2013 21:30	EST	0.6	P
USGS	1382170	1/5/2013 21:45	EST	0.6	P
USGS	1382170	1/5/2013 22:00	EST	0.6	P
USGS	1382170	1/5/2013 22:15	EST	0.6	P
USGS	1382170	1/5/2013 22:30	EST	0.6	P
USGS	1382170	1/5/2013 22:45	EST	0.6	P
USGS	1382170	1/5/2013 23:00	EST	0.6	P
